DATAFLOW,AUDST,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2012,2011,0,2011-04-01,INR,696264500000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2011,2010,0,2011-03-01,INR,708964000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2011,2010,0,2011-02-01,INR,688298000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2011,2010,0,2011-01-01,INR,698575200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2011,2010,0,2010-12-01,INR,815600000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2011,2010,0,2010-11-01,INR,1060000000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2011,2010,0,2010-10-01,INR,1184970000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2011,2010,0,2010-09-01,INR,1088850000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2011,2010,0,2010-08-01,INR,1128820000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2011,2010,0,2010-07-01,INR,929570000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2011,2010,0,2010-06-01,INR,924930000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2011,2010,0,2010-05-01,INR,866800000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2011,2010,0,2010-04-01,INR,939290000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2010,2009,0,2010-03-01,INR,997790000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2010,2009,0,2010-02-01,INR,825100000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2010,2009,0,2010-01-01,INR,1170840000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2010,2009,0,2009-12-01,INR,980820000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2010,2009,0,2009-11-01,INR,1051420000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2010,2009,0,2009-10-01,INR,1140070000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2010,2009,0,2009-09-01,INR,1242200000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2010,2009,0,2009-08-01,INR,1223190000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2010,2009,0,2009-07-01,INR,1389860000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2010,2009,0,2009-06-01,INR,1591950000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2010,2009,0,2009-05-01,INR,1285417100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2010,2009,0,2009-04-01,INR,889429000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2009,2008,0,2009-03-01,INR,697894500000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2009,2008,0,2009-02-01,INR,543297300000.00006
